UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Desulfococcus multivorans	0	1.91979296952617e-06	4.00899297303712e-07	6.14100609740495e-07	3.1903382813844e-06	6.15599443805903e-06	8.1846447272678e-06	8.64788388714669e-06	3.16580257844067e-06	1.65749519326394e-06	0	1.18600889032264e-06	7.53921806999787e-06	9.79018651284326e-06	9.30311443224345e-06	8.38051819029567e-06	0	4.20962235477855e-06	5.14498569693976e-06	0	1.64651416843339e-05	1.99481123251858e-05	6.23854317539768e-06	8.18826904905264e-06	0	0	4.36872844760633e-06	4.77288239140499e-06	1.14079935811023e-05	9.0081253290468e-06	0	2.16659841881647e-06	0	0	2.18679373396123e-06	1.18349077705637e-06	3.34697784635364e-06	0	0	0
Desulfurivibrio alkaliphilus	0	9.59896484763083e-07	4.00899297303712e-07	6.14100609740495e-07	4.17198082950268e-06	3.33449698728197e-06	3.60982147359846e-06	4.08060321947614e-06	5.27633763073446e-07	0	0	0	1.31936316224963e-05	4.89509325642163e-06	5.7249934967652e-06	6.09492232021503e-06	0	0	0	0	8.23257084216694e-06	7.5275895566739e-06	9.61775406207143e-06	6.8235575408772e-06	0	0	3.39789990369381e-06	6.36384318853999e-06	5.70399679055114e-06	2.00180562867707e-06	0	0	0	0	0	0	3.34697784635364e-06	3.56742795579243e-06	0	0
Geobacter sp. M21	0	4.79948242381542e-07	2.00449648651856e-07	4.09400406493664e-07	7.36231911088708e-07	1.53899860951476e-06	1.78704033346459e-07	1.49746907136739e-07	5.27633763073446e-07	0	0	0	0	0	7.1562418709565e-06	4.95212438517471e-06	0	0	0	0	1.2169887331899e-05	1.01622459015098e-05	9.35781476309652e-06	9.82592285886317e-06	0	0	8.73745689521265e-06	1.37883269085033e-05	9.50666131758523e-06	7.00631970036973e-06	0	0	0	0	0	1.18349077705637e-06	3.34697784635364e-06	7.13485591158487e-06	0	0
Syntrophobacter fumaroxidans	0	1.91979296952617e-06	1.20269789191114e-06	1.22820121948099e-06	1.22705318514785e-06	1.02599907300984e-06	6.57630842714967e-06	5.72781919798027e-06	2.63816881536723e-06	1.65749519326394e-06	2.18976983329282e-06	1.18600889032264e-06	9.42402258749734e-06	6.85313055899028e-06	1.4312483741913e-05	1.18089119954166e-05	7.96479560343283e-06	0	0	0	1.50333902335222e-05	1.88189738916848e-05	1.0657511257971e-05	7.91532674741756e-06	0	2.23381822080846e-06	1.40770138867315e-05	9.01544451709832e-06	2.1865321030446e-05	7.00631970036973e-06	2.02436116222623e-06	2.16659841881647e-06	0	0	0	0	0	0	0	0
Hippea maritima	0	1.91979296952617e-06	6.01348945955568e-07	4.09400406493664e-07	2.45410637029569e-06	2.56499768252459e-06	2.1444484001575e-06	2.4708239677562e-06	0	2.20999359101859e-06	2.18976983329282e-06	1.18600889032264e-06	1.22512293637465e-05	9.79018651284326e-06	2.14687256128695e-06	7.61865290026879e-07	3.98239780171641e-06	4.20962235477855e-06	5.14498569693976e-06	0	5.72700580324657e-06	2.63465634483587e-06	3.11927158769884e-06	3.00236531798597e-06	0	2.23381822080846e-06	1.21353567989065e-05	5.83352292282833e-06	2.85199839527557e-06	5.00451407169267e-06	2.02436116222623e-06	2.16659841881647e-06	2.63540722312412e-06	0	1.09339686698062e-06	5.91745388528187e-06	6.69395569270727e-06	1.42697118231697e-05	9.81290711298385e-07	0
Candidatus Desulfofervidus auxilii	0	9.59896484763083e-07	6.01348945955568e-07	6.14100609740495e-07	2.69951700732526e-06	2.82149745077705e-06	2.60907888685829e-06	2.73288105524549e-06	1.58290128922034e-06	3.31499038652788e-06	0	0	5.6544135524984e-06	9.79018651284326e-06	1.07343628064347e-05	4.95212438517471e-06	3.98239780171641e-06	4.20962235477855e-06	0	1.10078513499754e-05	1.00222601556815e-05	6.77483060100651e-06	4.15902878359845e-06	4.6400191277965e-06	8.36167593070679e-06	4.46763644161693e-06	1.16499425269502e-05	1.1136725579945e-05	1.90133226351705e-06	6.0054168860312e-06	0	4.33319683763295e-06	2.63540722312412e-06	2.84273425551633e-06	4.37358746792247e-06	1.18349077705637e-06	0	7.13485591158487e-06	0	1.08167395534634e-06
Halobacteriovorax sp. BALOs_7	0	1.43984472714462e-06	1.00224824325928e-06	6.14100609740495e-07	1.47246382217742e-06	1.53899860951476e-06	1.00074258674017e-06	1.53490579815158e-06	1.63566466552768e-05	1.8784945523658e-05	0	4.74403556129057e-06	2.16752519512439e-05	1.95803730256865e-05	1.78906046773912e-06	4.19025909514783e-06	3.98239780171641e-06	4.20962235477855e-06	7.71747854540964e-06	8.25588851248153e-06	5.72700580324657e-06	1.12913843350109e-06	3.11927158769884e-06	1.09176920654035e-06	0	2.23381822080846e-06	3.39789990369381e-06	2.65160132855833e-06	2.85199839527557e-06	7.00631970036973e-06	2.02436116222623e-06	0	5.27081444624823e-06	5.68546851103265e-06	4.37358746792247e-06	4.7339631082255e-06	3.34697784635364e-06	0	9.81290711298385e-07	2.16334791069267e-06
Acidithiobacillus caldus	0	9.59896484763083e-07	2.00449648651856e-07	6.14100609740495e-07	2.20869573326612e-06	7.69499304757378e-07	1.6905401554575e-05	1.49746907136739e-05	1.05526752614689e-06	6.07748237530111e-06	0	0	4.71201129374867e-06	3.9160746051373e-06	0.000132032662519147	0.00014513533775012	0	0	5.14498569693976e-06	0	0.000162145851804418	0.000169370765025163	0.000113593473652033	0.000120094612719439	0	0	0.000121838982261021	0.000115079497659432	0.000110277271283989	0.000120108337720624	0	2.16659841881647e-06	2.63540722312412e-06	5.68546851103265e-06	0	1.18349077705637e-06	0	7.13485591158487e-06	0	0
Acidithiobacillus ferridurans	0	4.79948242381542e-07	0	2.04700203246832e-07	9.81642548118277e-07	2.05199814601968e-06	3.10945018022838e-06	3.70623595163429e-06	0	0	0	1.18600889032264e-06	1.88480451749947e-06	9.79018651284326e-07	2.50468465483478e-06	7.61865290026879e-07	0	0	2.57249284846988e-06	2.75196283749384e-06	6.44288152865239e-06	4.51655373400434e-06	2.85933228872394e-06	1.36471150817544e-06	4.1808379653534e-06	0	3.88331417565007e-06	3.71224185998166e-06	1.90133226351705e-06	1.20108337720624e-05	2.02436116222623e-06	2.16659841881647e-06	0	0	1.09339686698062e-06	1.18349077705637e-06	0	0	0	0
Polaribacter sp. Hel1_33_78	0	1.91979296952617e-06	2.80629508112598e-06	1.43290142272782e-06	1.00618361182123e-05	6.41249420631148e-06	1.64407710678742e-06	1.64721597850413e-06	1.16079427876158e-05	1.76799487281487e-05	1.09488491664641e-06	3.55802667096793e-06	9.42402258749734e-06	1.07692051641276e-05	7.51405396450432e-06	6.47585496522847e-06	7.96479560343283e-06	0	1.54349570908193e-05	2.47676655374446e-05	1.39595766454135e-05	7.9039690345076e-06	5.19878597949807e-06	3.27530761962106e-06	2.0904189826767e-06	4.46763644161693e-06	8.25204262325639e-06	7.95480398567499e-06	9.50666131758523e-06	1.20108337720624e-05	6.07308348667869e-06	2.16659841881647e-06	1.31770361156206e-05	1.13709370220653e-05	6.5603812018837e-06	7.10094466233825e-06	1.00409335390609e-05	1.07022838673773e-05	2.94387213389515e-06	4.32669582138534e-06
Gramella salexigens	0	2.39974121190771e-06	1.00224824325928e-06	2.04700203246832e-07	4.41739146653225e-06	6.15599443805903e-06	2.50185646685042e-06	3.10724832308734e-06	1.00250414983955e-05	6.07748237530111e-06	0	0	8.4816203287476e-06	1.27272424666962e-05	4.65155721612172e-06	5.33305703018815e-06	1.19471934051492e-05	4.20962235477855e-06	5.14498569693976e-06	2.75196283749384e-06	8.23257084216694e-06	3.38741530050326e-06	1.81957509282432e-06	2.72942301635088e-06	0	4.46763644161693e-06	3.39789990369381e-06	6.89416345425166e-06	1.90133226351705e-06	1.00090281433853e-06	4.04872232445246e-06	4.33319683763295e-06	5.27081444624823e-06	0	0	1.18349077705637e-06	0	0	0	2.16334791069267e-06
Nonlabens spongiae	0	9.59896484763083e-07	1.40314754056299e-06	1.63760162597465e-06	1.7669565866129e-05	1.43639870221377e-05	8.54205279396072e-06	7.59965553718951e-06	1.58290128922034e-05	7.1824791708104e-06	0	2.37201778064528e-06	1.4136033881246e-05	8.81116786155893e-06	1.78906046773912e-06	2.28559587008064e-06	3.98239780171641e-06	4.20962235477855e-06	5.14498569693976e-06	0	2.50556503892037e-06	4.51655373400434e-06	2.59939298974903e-07	2.18353841308071e-06	4.1808379653534e-06	0	4.36872844760633e-06	3.71224185998166e-06	2.85199839527557e-06	3.0027084430156e-06	2.02436116222623e-06	2.16659841881647e-06	2.63540722312412e-06	0	0	1.18349077705637e-06	3.34697784635364e-06	0	0	1.08167395534634e-06
Nonlabens sediminis	0	4.79948242381542e-07	2.00449648651856e-07	6.14100609740495e-07	2.45410637029569e-07	0	4.288896800315e-07	3.36930541057663e-07	1.05526752614689e-05	8.2874759663197e-06	0	0	4.71201129374867e-06	2.05593916769708e-05	0	0	0	0	0	0	0	0	2.59939298974903e-07	0	0	2.23381822080846e-06	0	0	9.50666131758523e-07	0	0	6.49979525644942e-06	0	2.84273425551633e-06	0	0	0	3.56742795579243e-06	0	0
Blattabacterium sp. (Mastotermes darwiniensis)	0	4.79948242381542e-07	0	2.04700203246832e-07	6.87149783682794e-06	7.69499304757378e-06	5.71852906708667e-07	7.48734535683696e-07	5.27633763073446e-07	5.52498397754647e-07	0	0	0	0	1.4312483741913e-06	1.14279793504032e-06	0	1.26288670643357e-05	0	5.50392567498768e-06	4.65319221513784e-06	8.28034851234129e-06	4.15902878359845e-06	1.63765380981053e-06	4.1808379653534e-06	0	4.36872844760633e-06	5.83352292282833e-06	0	0	0	4.33319683763295e-06	2.63540722312412e-06	0	1.09339686698062e-06	0	0	3.56742795579243e-06	9.81290711298385e-07	0
Blattabacterium sp. (Nauphoeta cinerea)	0	4.79948242381542e-07	0	0	9.81642548118277e-07	7.69499304757378e-07	0	1.49746907136739e-07	0	5.52498397754647e-07	0	0	4.71201129374867e-06	1.95803730256865e-06	0	0	0	0	5.14498569693976e-06	8.25588851248153e-06	7.15875725405821e-07	1.50551791133478e-06	0	0	4.1808379653534e-06	0	0	5.30320265711666e-07	0	0	0	4.33319683763295e-06	0	0	1.09339686698062e-06	0	0	0	0	0
Candidatus Uzinura diaspidicola	0	4.79948242381542e-07	4.00899297303712e-07	0	0	0	1.07222420007875e-07	2.62057087489294e-07	1.05526752614689e-06	1.10499679550929e-06	0	2.37201778064528e-06	1.03664248462471e-05	7.8321492102746e-06	1.4312483741913e-06	3.80932645013439e-07	0	0	0	0	7.15875725405821e-07	7.5275895566739e-07	1.55963579384942e-06	2.45648071471579e-06	0	0	9.70828543912517e-07	1.06064053142333e-06	4.75333065879262e-06	4.00361125735413e-06	0	0	0	0	0	2.36698155411275e-06	3.34697784635364e-06	0	9.81290711298385e-07	1.08167395534634e-06
Spirosoma rigui	0	4.79948242381542e-07	1.8040468378667e-06	8.18800812987327e-07	9.81642548118277e-06	9.23399165708854e-06	6.82649407383472e-06	7.18785154256348e-06	3.69343634151412e-06	3.86748878428253e-06	0	1.18600889032264e-06	1.22512293637465e-05	1.27272424666962e-05	6.08280559031303e-06	4.57119174016127e-06	0	0	0	0	1.10960737437902e-05	1.43024201576804e-05	3.63915018564865e-06	5.45884603270176e-06	4.1808379653534e-06	0	3.39789990369381e-06	6.89416345425166e-06	5.70399679055114e-06	1.00090281433853e-05	0	0	5.27081444624823e-06	2.84273425551633e-06	0	0	3.34697784635364e-06	0	9.81290711298385e-07	0
Hymenobacter swuensis	0	4.79948242381542e-07	1.60359718921485e-06	1.84230182922149e-06	1.39884063106854e-05	1.76984840094197e-05	1.1151131680819e-05	1.12684547620396e-05	8.96977397224857e-06	6.07748237530111e-06	0	0	1.03664248462471e-05	1.27272424666962e-05	7.51405396450432e-06	1.21898446404301e-05	0	0	2.57249284846988e-06	0	1.93286445859572e-05	2.29591481478554e-05	1.16972684538707e-05	1.58306534948351e-05	0	4.46763644161693e-06	1.11645282549939e-05	7.42448371996332e-06	1.14079935811023e-05	5.00451407169267e-06	0	4.33319683763295e-06	2.63540722312412e-06	2.84273425551633e-06	1.09339686698062e-06	2.36698155411275e-06	0	7.13485591158487e-06	0	0
Niabella soli	0	9.59896484763083e-07	1.00224824325928e-06	6.14100609740495e-07	1.2515942488508e-05	8.97749188883608e-06	5.93297390710242e-06	5.09139484264913e-06	6.85923891995479e-06	3.86748878428253e-06	1.09488491664641e-06	3.55802667096793e-06	1.60208383987455e-05	2.15384103282552e-05	1.21656111806261e-05	1.25707772854435e-05	0	0	5.14498569693976e-06	8.25588851248153e-06	2.29080232129863e-05	1.76898354581837e-05	8.57799686617181e-06	1.06447497637684e-05	2.0904189826767e-06	4.46763644161693e-06	1.06791139830377e-05	1.32580066427916e-05	1.42599919763778e-05	1.70153478437551e-05	2.02436116222623e-06	4.33319683763295e-06	2.63540722312412e-06	0	1.09339686698062e-06	4.7339631082255e-06	0	7.13485591158487e-06	0	0
Arachidicoccus sp. KIS59-12	0	1.91979296952617e-06	8.01798594607423e-07	1.43290142272782e-06	2.89584551694892e-05	2.38544784474787e-05	5.11093535370871e-06	6.06474973903794e-06	2.63816881536723e-06	6.07748237530111e-06	2.18976983329282e-06	2.37201778064528e-06	1.22512293637465e-05	8.81116786155893e-06	3.50655851676868e-05	3.23792748261423e-05	1.59295912068657e-05	4.20962235477855e-06	2.0579942787759e-05	1.10078513499754e-05	4.51001707005667e-05	4.40363989065423e-05	2.46942334026158e-05	2.81130570684141e-05	4.1808379653534e-06	6.70145466242539e-06	3.10665134052005e-05	3.12888956769883e-05	3.23226484797898e-05	2.20198619154477e-05	4.04872232445246e-06	4.33319683763295e-06	1.05416288924965e-05	1.42136712775816e-05	2.18679373396123e-06	8.28443543939462e-06	3.34697784635364e-06	3.56742795579243e-06	2.94387213389515e-06	1.08167395534634e-06
Pseudoflavitalea sp. 5GH32-13	0	1.91979296952617e-06	4.00899297303712e-07	2.25170223571515e-06	9.08019357009406e-06	8.46449235233116e-06	1.42605818610474e-05	1.38141521833642e-05	3.16580257844067e-06	2.76249198877323e-06	2.18976983329282e-06	1.18600889032264e-06	2.16752519512439e-05	1.76223357231179e-05	1.78906046773913e-05	2.05703628307257e-05	0	0	5.14498569693976e-06	0	1.71810174097397e-05	2.25827686700217e-05	1.22171470518205e-05	1.55577111932e-05	2.0904189826767e-06	0	6.31038553543136e-06	1.64399282370616e-05	1.80626565034119e-05	2.00180562867707e-05	6.07308348667869e-06	2.16659841881647e-06	2.63540722312412e-06	5.68546851103265e-06	1.09339686698062e-06	3.55047233116912e-06	3.34697784635364e-06	0	1.96258142259677e-06	0
Candidatus Cloacimonas acidaminovorans	0	4.79948242381542e-07	6.01348945955568e-07	2.04700203246832e-07	1.27613531255376e-05	1.2824988412623e-05	2.39463404684254e-06	1.94670979277761e-06	2.11053505229378e-06	2.76249198877323e-06	0	1.18600889032264e-06	1.22512293637465e-05	1.66433170718335e-05	2.8624967483826e-06	1.52373058005376e-06	3.98239780171641e-06	0	5.14498569693976e-06	2.75196283749384e-06	1.43175145081164e-06	3.76379477833695e-07	2.33945369077413e-06	2.72942301635088e-07	0	0	0	4.24256212569333e-06	1.90133226351705e-06	2.00180562867707e-06	0	2.16659841881647e-06	2.63540722312412e-06	2.84273425551633e-06	3.28019060094185e-06	2.36698155411275e-06	3.34697784635364e-06	0	0	2.16334791069267e-06
Borrelia anserina	0	1.43984472714462e-06	2.00449648651856e-07	4.09400406493664e-07	1.22705318514785e-06	7.69499304757378e-07	4.288896800315e-07	3.74367267841848e-07	9.49740773532202e-06	8.2874759663197e-06	1.09488491664641e-06	1.18600889032264e-06	2.16752519512439e-05	1.86013543744022e-05	0	1.14279793504032e-06	3.98239780171641e-06	0	5.14498569693976e-06	0	1.78968931351455e-06	1.12913843350109e-06	0	5.45884603270176e-07	4.1808379653534e-06	2.23381822080846e-06	0	0	1.90133226351705e-06	0	0	2.16659841881647e-06	2.63540722312412e-06	5.68546851103265e-06	2.18679373396123e-06	1.18349077705637e-06	0	0	9.81290711298385e-07	5.40836977673168e-06
Candidatus Borrelia tachyglossi	0	9.59896484763083e-07	4.00899297303712e-07	2.04700203246832e-07	2.45410637029569e-07	0	1.07222420007875e-06	1.19797525709391e-06	0	1.10499679550929e-06	2.18976983329282e-06	1.18600889032264e-06	9.42402258749734e-07	2.93705595385298e-06	1.07343628064347e-06	1.14279793504032e-06	7.96479560343283e-06	1.26288670643357e-05	1.02899713938795e-05	2.75196283749384e-06	1.07381358810873e-06	7.5275895566739e-07	7.7981789692471e-07	1.36471150817544e-06	0	6.70145466242539e-06	0	1.06064053142333e-06	0	0	2.02436116222623e-06	4.33319683763295e-06	0	1.13709370220653e-05	3.28019060094185e-06	3.55047233116912e-06	3.34697784635364e-06	3.56742795579243e-06	9.81290711298385e-07	1.08167395534634e-06
Spirochaeta thermophila	0	9.59896484763083e-07	1.40314754056299e-06	1.63760162597465e-06	1.03072467552419e-05	8.97749188883608e-06	2.03722598014963e-06	1.49746907136739e-06	0	1.10499679550929e-06	0	0	9.42402258749734e-07	7.8321492102746e-06	1.32390474612695e-05	1.33326425754704e-05	0	8.41924470955711e-06	0	0	2.29080232129863e-05	1.46787996355141e-05	1.22171470518205e-05	1.06447497637684e-05	0	0	1.79603280623816e-05	2.17431308941783e-05	8.55599518582671e-06	2.20198619154477e-05	0	0	2.63540722312412e-06	1.13709370220653e-05	1.09339686698062e-06	1.18349077705637e-06	3.34697784635364e-06	0	9.81290711298385e-07	0
Spirochaeta africana	0	4.79948242381542e-07	1.8040468378667e-06	1.22820121948099e-06	0	0	4.46760083366146e-06	4.79190102837565e-06	1.26632103137627e-05	1.82324471259033e-05	0	0	2.16752519512439e-05	1.56642984205492e-05	5.36718140321737e-06	1.52373058005376e-06	0	0	0	0	5.72700580324657e-06	5.26931268967173e-06	1.29969649487452e-06	2.18353841308071e-06	2.0904189826767e-06	0	8.25204262325639e-06	1.590960797135e-06	1.90133226351705e-06	2.00180562867707e-06	0	0	0	0	1.09339686698062e-06	1.18349077705637e-06	0	0	0	0
Sphaerochaeta pleomorpha	0	9.59896484763083e-07	2.00449648651856e-07	4.09400406493664e-07	2.20869573326612e-06	6.15599443805903e-06	1.08294644207954e-05	1.02576631388666e-05	2.11053505229378e-06	3.86748878428253e-06	0	1.18600889032264e-06	2.92144700212417e-05	1.86013543744022e-05	0	1.14279793504032e-06	0	4.20962235477855e-06	0	2.75196283749384e-06	2.14762717621746e-06	1.12913843350109e-06	5.19878597949807e-07	2.72942301635088e-07	2.0904189826767e-06	0	1.94165708782503e-06	0	2.85199839527557e-06	1.00090281433853e-06	0	0	2.63540722312412e-06	2.84273425551633e-06	0	1.18349077705637e-06	0	3.56742795579243e-06	0	0
Turneriella parva	0	1.91979296952617e-06	1.20269789191114e-06	0	6.3806765627688e-06	6.41249420631148e-06	5.36112100039376e-06	6.70117409436908e-06	8.96977397224857e-06	8.83997436407434e-06	0	0	2.45024587274931e-05	1.76223357231179e-05	6.79842977740867e-06	2.28559587008064e-06	0	0	0	0	1.07381358810873e-05	7.9039690345076e-06	3.89908948462355e-06	1.91059611144562e-06	0	2.23381822080846e-06	1.16499425269502e-05	4.24256212569333e-06	0	6.0054168860312e-06	0	0	2.63540722312412e-06	0	0	3.55047233116912e-06	3.34697784635364e-06	0	9.81290711298385e-07	0
Akkermansia muciniphila	0	1.43984472714462e-06	2.00449648651856e-07	8.18800812987327e-07	1.30067637625672e-05	1.05164904983508e-05	1.29381720142836e-05	1.2354119838781e-05	6.33160515688135e-06	7.73497756856505e-06	0	0	2.73296655037423e-05	2.25174289795395e-05	5.7249934967652e-06	3.04746116010751e-06	3.98239780171641e-06	0	0	0	7.87463297946403e-06	6.02207164533912e-06	7.01836107232239e-06	9.00709595395791e-06	0	0	4.36872844760633e-06	3.18192159427e-06	4.75333065879262e-06	1.00090281433853e-06	0	0	5.27081444624823e-06	0	2.18679373396123e-06	1.18349077705637e-06	3.34697784635364e-06	0	0	0
Methylacidiphilum infernorum	0	4.79948242381542e-07	2.00449648651856e-07	2.04700203246832e-07	1.10434786663306e-05	1.2824988412623e-05	1.64407710678742e-06	2.02158324634598e-06	0	0	1.09488491664641e-06	3.55802667096793e-06	1.88480451749947e-06	3.9160746051373e-06	7.40671033643998e-05	7.00916066824728e-05	3.98239780171641e-06	4.20962235477855e-06	0	5.50392567498768e-06	9.95067258314091e-05	9.82350437145945e-05	6.36851282488513e-05	7.01461715202177e-05	0	4.46763644161693e-06	6.74725838019199e-05	8.69725235767132e-05	7.41519582771648e-05	8.10731279614212e-05	4.04872232445246e-06	0	0	2.84273425551633e-06	3.28019060094185e-06	0	0	0	0	1.08167395534634e-06
Chlamydia gallinacea	0	1.91979296952617e-06	0	2.04700203246832e-07	7.36231911088708e-07	2.56499768252459e-07	0	3.74367267841848e-08	5.27633763073446e-07	0	0	1.18600889032264e-06	9.42402258749734e-07	9.79018651284326e-07	0	3.80932645013439e-07	3.98239780171641e-06	0	0	0	3.57937862702911e-07	0	0	0	4.1808379653534e-06	0	0	0	0	0	2.02436116222623e-06	2.16659841881647e-06	2.37186650081171e-05	2.84273425551633e-06	1.09339686698062e-06	8.28443543939462e-06	6.69395569270727e-06	0	9.81290711298385e-07	0
Chlamydia psittaci	0	4.79948242381542e-07	2.00449648651856e-07	0	0	0	2.1444484001575e-07	5.24114174978587e-07	0	0	0	0	9.42402258749734e-07	0	0	0	0	4.20962235477855e-06	5.14498569693976e-06	2.75196283749384e-06	0	3.76379477833695e-07	0	5.45884603270176e-07	2.0904189826767e-06	0	0	0	0	0	0	0	2.63540722312412e-06	2.84273425551633e-06	0	0	3.34697784635364e-06	0	0	2.16334791069267e-06
Chlamydia caviae	0	4.79948242381542e-07	0	0	0	2.56499768252459e-07	3.57408066692917e-07	3.36930541057663e-07	0	1.10499679550929e-06	0	0	0	0	1.78906046773912e-06	3.80932645013439e-06	0	0	2.57249284846988e-06	0	1.07381358810873e-06	0	7.7981789692471e-07	2.18353841308071e-06	2.0904189826767e-06	0	4.36872844760633e-06	1.06064053142333e-06	0	0	0	0	0	2.84273425551633e-06	1.09339686698062e-06	0	6.69395569270727e-06	0	0	1.08167395534634e-06
Chlamydia sp. 2742-308	0	4.79948242381542e-07	0	0	2.45410637029569e-07	2.56499768252459e-07	7.14816133385834e-08	3.74367267841848e-08	0	0	0	0	9.42402258749734e-07	0	3.57812093547825e-07	2.28559587008064e-06	3.98239780171641e-06	4.20962235477855e-06	0	2.75196283749384e-06	2.50556503892037e-06	4.14017425617065e-06	7.7981789692471e-07	1.36471150817544e-06	0	0	4.85414271956258e-07	3.18192159427e-06	0	0	0	0	0	0	1.09339686698062e-06	0	0	3.56742795579243e-06	0	0
Pirellula staleyi	0	4.79948242381542e-07	8.01798594607423e-07	0	0	2.56499768252459e-07	1.03648339340946e-06	1.01079162317299e-06	4.74870386766101e-06	0	0	0	9.42402258749734e-06	7.8321492102746e-06	7.51405396450432e-06	9.52331612533598e-06	7.96479560343283e-06	0	0	0	1.03801980183844e-05	1.31732817241793e-05	4.41896808257336e-06	6.8235575408772e-06	0	0	1.11645282549939e-05	8.48512425138665e-06	8.55599518582671e-06	2.00180562867707e-06	0	0	2.63540722312412e-06	0	1.09339686698062e-06	0	0	0	0	0
